measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,55,Slovenia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,22192.325597219144,25420.393555984643,19607.149449028835
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,338,Diphtheria,1,Number,2000,0.045175617442205704,0.06924049685414992,0.0272413468101872
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,338,Diphtheria,2,Percent,2000,1.151525619501887e-08,1.7646814472098762e-08,6.885619712700873e-09
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,338,Diphtheria,3,Rate,2000,0.0011032030540599899,0.0016908751206743827,0.0006652424183499672
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,339,Whooping cough,1,Number,2000,782.8507316091261,999.6842971306053,599.437152136994
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,339,Whooping cough,2,Percent,2000,0.0001995516141444299,0.0002545129605650399,0.00015313882513991008
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,339,Whooping cough,3,Rate,2000,19.117465723388637,24.41261087579396,14.638447339443083
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,340,Tetanus,1,Number,2000,0.08108801379518932,0.1281299749497454,0.05988810871642552
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,340,Tetanus,2,Percent,2000,2.0668876848129555e-08,3.2605834765482654e-08,1.5288900556332418e-08
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,340,Tetanus,3,Rate,2000,0.0019801952808050807,0.0031289750463737664,0.0014624868054622768
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,341,Measles,1,Number,2000,1.1679546078089893,1.515615011520566,0.8123380742048615
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,341,Measles,2,Percent,2000,2.977232909079184e-07,3.8746405696874015e-07,2.069550507916782e-07
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,341,Measles,3,Rate,2000,0.028521825783271552,0.037011804246565666,0.01983755607853089
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,297,Tuberculosis,1,Number,2000,1191715.5219295216,1345900.8337728006,1051909.4633537126
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,297,Tuberculosis,2,Percent,2000,0.30376228210989825,0.3423037973679536,0.2683572942349687
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,29102.074920066705,32867.329642579534,25687.966170048225
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2000,74628.18958879748,84840.27808375741,65941.21615137793
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2000,0.01902290172130998,0.02160363688555132,0.01680349278752457
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2000,1822.4443036922785,2071.8267771113424,1610.305628687788
5,Prevalence,55,Slovenia,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2000,23567.35013555921,26225.76193136603,21244.879009398563
5,Prevalence,55,Slovenia,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2000,0.012379642199407152,0.013795877456924892,0.011150212778196505
5,Prevalence,55,Slovenia,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2000,1182.9428322396548,1316.3795215960083,1066.3683953185516
5,Prevalence,55,Slovenia,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2000,855.2161596162493,1047.2252817411163,690.4144682901609
5,Prevalence,55,Slovenia,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2000,0.0004492426191802874,0.0005505688277332179,0.0003627636771992831
5,Prevalence,55,Slovenia,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2000,42.92683819837353,52.56457063056282,34.654759310683055
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2000,30378.635807977265,34802.12113111924,25997.973674764184
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2000,0.007743658847395164,0.008867628146132192,0.006619761626991521
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2000,741.8560209921145,849.878950049429,634.8788479551706
5,Prevalence,45,Bulgaria,3,Both,22,All ages,297,Tuberculosis,1,Number,2000,2317021.08050821,2612696.5537559083,2052543.3740216524
5,Prevalence,45,Bulgaria,3,Both,22,All ages,297,Tuberculosis,2,Percent,2000,0.3025809147316021,0.3409320968093937,0.26795896968415245
5,Prevalence,45,Bulgaria,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,29165.354811643807,32887.15093983369,25836.25857927014
5,Prevalence,45,Bulgaria,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2000,110771.75792123379,125237.48056857675,97716.01055141346
5,Prevalence,45,Bulgaria,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2000,0.01446610678526358,0.01633683156009061,0.012764489182954577
5,Prevalence,45,Bulgaria,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2000,1394.3324253975647,1576.4187849761533,1229.994039538565
5,Prevalence,45,Bulgaria,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2001,282335.12504684506,290391.9695273108,270993.47262429644
5,Prevalence,45,Bulgaria,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2001,0.03710594364028973,0.03819472169229954,0.035646279147779604
5,Prevalence,45,Bulgaria,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2001,3578.0584358810534,3680.1635506985203,3434.3246545437223
5,Prevalence,46,Croatia,3,Both,22,All ages,297,Tuberculosis,1,Number,2001,977877.1792789178,1117357.2034755321,863932.0478986626
5,Prevalence,46,Croatia,3,Both,22,All ages,297,Tuberculosis,2,Percent,2001,0.22549613648714525,0.25787721806379893,0.1990053061051272
5,Prevalence,46,Croatia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2001,21556.391566923478,24631.098780730525,19044.57728060529
5,Prevalence,46,Croatia,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2001,59428.88169771193,64915.72344550117,54594.00016228063
5,Prevalence,46,Croatia,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2001,0.013704396258363503,0.014956427839069829,0.012573837334087545
5,Prevalence,46,Croatia,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2001,1310.0543415942145,1431.006657168553,1203.4738816285787
5,Prevalence,45,Bulgaria,3,Both,22,All ages,338,Diphtheria,1,Number,2000,0.008185518349793076,0.009883451012458381,0.006687935948047351
5,Prevalence,45,Bulgaria,3,Both,22,All ages,338,Diphtheria,2,Percent,2000,1.0689953932690189e-09,1.2962333407962459e-09,8.735670839436446e-10
5,Prevalence,45,Bulgaria,3,Both,22,All ages,338,Diphtheria,3,Rate,2000,0.00010303468923837882,0.0001244073081452603,8.418396644003137e-05
5,Prevalence,45,Bulgaria,3,Both,22,All ages,339,Whooping cough,1,Number,2000,583.1891684718879,755.1418336135723,444.5837764502894
5,Prevalence,45,Bulgaria,3,Both,22,All ages,339,Whooping cough,2,Percent,2000,7.616125939562747e-05,9.865391704538006e-05,5.8106342831863236e-05
5,Prevalence,45,Bulgaria,3,Both,22,All ages,339,Whooping cough,3,Rate,2000,7.340856396981692,9.505299583042392,5.596169880694047
5,Prevalence,45,Bulgaria,3,Both,22,All ages,340,Tetanus,1,Number,2000,0.18876870895646575,0.2811502288885656,0.12348788188581565
5,Prevalence,45,Bulgaria,3,Both,22,All ages,340,Tetanus,2,Percent,2000,2.4651151343908137e-08,3.662325589240556e-08,1.609992450184361e-08
5,Prevalence,45,Bulgaria,3,Both,22,All ages,340,Tetanus,3,Rate,2000,0.0023761140631675575,0.003538960542867115,0.0015543958233423649
5,Prevalence,45,Bulgaria,3,Both,22,All ages,341,Measles,1,Number,2000,1.262825227903516,1.6327929681473177,0.8949330103090689
5,Prevalence,45,Bulgaria,3,Both,22,All ages,341,Measles,2,Percent,2000,1.6491683713528634e-07,2.136801666949726e-07,1.1648350872423018e-07
5,Prevalence,45,Bulgaria,3,Both,22,All ages,341,Measles,3,Rate,2000,0.01589573187172843,0.020552677164045678,0.011264912088150503
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2001,2586691.51806423,2869205.5376207614,2288174.8929742835
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2001,0.012314149919665212,0.01365994805954526,0.010907372386635009
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2001,1178.7705432951136,1307.513844146989,1042.7347609521016
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,338,Diphtheria,1,Number,2000,44.918209465260865,53.07617515656555,37.9006115867892
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,338,Diphtheria,2,Percent,2000,2.1294999610231814e-07,2.517884196808895e-07,1.7973236824474228e-07
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,338,Diphtheria,3,Rate,2000,0.020373012855106364,0.024073123386649378,0.017190125258025248
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,339,Whooping cough,1,Number,2000,19775.868661577857,25564.481065110685,15144.160197156805
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,339,Whooping cough,2,Percent,2000,9.375557944415137e-05,0.00012124062659716975,7.195543902836914e-05
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,339,Whooping cough,3,Rate,2000,8.969503265147145,11.594974678953363,6.868754878020688
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,340,Tetanus,1,Number,2000,6.226670907053789,8.636991572125588,4.613633744377746
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,340,Tetanus,2,Percent,2000,2.9520033797481146e-08,4.076992314707438e-08,2.1871130466901514e-08
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,340,Tetanus,3,Rate,2000,0.0028241563487082532,0.003917376547799533,0.00209255045341141
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,341,Measles,1,Number,2000,174.21205389583722,178.68799197407628,169.7897330681914
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,341,Measles,2,Percent,2000,8.259230244642693e-07,8.475107998318054e-07,8.054872166740237e-07
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,341,Measles,3,Rate,2000,0.07901526921457759,0.08104536669825284,0.07700949026337713
5,Prevalence,45,Bulgaria,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2000,7464.8494607913235,9119.161742803519,5821.529808463107
5,Prevalence,45,Bulgaria,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2000,0.0009748666040831768,0.0011929616626928984,0.0007593340803141989
5,Prevalence,45,Bulgaria,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2000,93.96331564309021,114.78686579549672,73.27813451448901
5,Prevalence,46,Croatia,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2001,2081.48785280638,2464.946506099024,1687.5006168081572
5,Prevalence,46,Croatia,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2001,0.0004800003699575833,0.0005688021864935172,0.00039054078701578266
5,Prevalence,46,Croatia,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2001,45.88446089924664,54.3374497359395,37.19937926372854
5,Prevalence,46,Croatia,3,Both,22,All ages,338,Diphtheria,1,Number,2001,0.004116818849935542,0.005017349204496214,0.003411711963664367
5,Prevalence,46,Croatia,3,Both,22,All ages,338,Diphtheria,2,Percent,2001,9.493552816511445e-10,1.1594930396295347e-09,7.866230266253858e-10
5,Prevalence,46,Croatia,3,Both,22,All ages,338,Diphtheria,3,Rate,2001,9.07514369082029e-05,0.00011060278976943312,7.52080123769098e-05
5,Prevalence,46,Croatia,3,Both,22,All ages,339,Whooping cough,1,Number,2001,537.5029701425602,697.5848316922809,412.5073916993322
5,Prevalence,46,Croatia,3,Both,22,All ages,339,Whooping cough,2,Percent,2001,0.00012394790234802064,0.00016077086575945872,9.509327804152751e-05
5,Prevalence,46,Croatia,3,Both,22,All ages,339,Whooping cough,3,Rate,2001,11.848752316033522,15.37760784456974,9.093341217225388
5,Prevalence,46,Croatia,3,Both,22,All ages,340,Tetanus,1,Number,2001,0.46980724333954044,0.6743382438996912,0.29919877262235395
5,Prevalence,46,Croatia,3,Both,22,All ages,340,Tetanus,2,Percent,2001,1.083377498029517e-07,1.5540651877152076e-07,6.885293752977128e-08
5,Prevalence,46,Croatia,3,Both,22,All ages,340,Tetanus,3,Rate,2001,0.01035646307430131,0.014865158469872759,0.006595558251749268
5,Prevalence,46,Croatia,3,Both,22,All ages,341,Measles,1,Number,2001,0.17771329560437896,0.2797888139685333,0.07920655987776683
5,Prevalence,46,Croatia,3,Both,22,All ages,341,Measles,2,Percent,2001,4.097891899102907e-08,6.455372509063048e-08,1.8258746033360915e-08
5,Prevalence,46,Croatia,3,Both,22,All ages,341,Measles,3,Rate,2001,0.00391752406935324,0.006167683792762418,0.0017460348350220695
5,Prevalence,46,Croatia,3,Both,22,All ages,338,Diphtheria,1,Number,2000,0.004200333093292028,0.005141286966438442,0.0034611868759925743
5,Prevalence,46,Croatia,3,Both,22,All ages,338,Diphtheria,2,Percent,2000,9.622096104672516e-10,1.182260627323064e-09,7.922946463349409e-10
5,Prevalence,46,Croatia,3,Both,22,All ages,338,Diphtheria,3,Rate,2000,9.193195595817594e-05,0.00011252644884801809,7.575439194451609e-05
5,Prevalence,46,Croatia,3,Both,22,All ages,339,Whooping cough,1,Number,2000,573.2175053519169,743.4638221193327,439.92167962202166
5,Prevalence,46,Croatia,3,Both,22,All ages,339,Whooping cough,2,Percent,2000,0.00013130905543904843,0.0001703263093695328,0.00010086232253889713
5,Prevalence,46,Croatia,3,Both,22,All ages,339,Whooping cough,3,Rate,2000,12.545911308944888,16.27206267539215,9.628488878809662
5,Prevalence,55,Slovenia,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2000,22962.39294506696,26049.21822878491,19817.637468198838
5,Prevalence,55,Slovenia,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2000,0.012062002794187851,0.013669991485104553,0.010423893102204602
5,Prevalence,55,Slovenia,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2000,1152.577527350121,1307.5180625713774,994.7292360017193
5,Prevalence,47,Czechia,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2001,3078.850621981811,3809.8403900915873,2446.725915782591
5,Prevalence,47,Czechia,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2001,0.0003146966792535722,0.0003895081718290151,0.000250179211425701
5,Prevalence,47,Czechia,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2001,30.056010299594316,37.191996645389594,23.885153375096206
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,297,Tuberculosis,1,Number,2000,68721922.41733988,76916694.27720481,61185922.8414493
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,297,Tuberculosis,2,Percent,2000,0.3257930905288512,0.36401104493965697,0.28969623898444646
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,31169.377085675787,34886.18134909619,27751.364256058576
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2000,2778761.250819934,3105852.090191567,2507260.306214877
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2000,0.013173768481439311,0.014680670451021968,0.011879102349528405
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2000,1260.329371054042,1408.6840351120454,1137.1879479995418
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2000,65308.17049312432,80638.8588956722,50566.081316314885
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2000,0.0003096235789242957,0.00038197767456662227,0.00023973349834042752
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2000,29.621042620341065,36.5743988565083,22.934650266644457
5,Prevalence,46,Croatia,3,Both,22,All ages,340,Tetanus,1,Number,2000,0.47785504853744953,0.6906342393339219,0.2952608902756524
5,Prevalence,46,Croatia,3,Both,22,All ages,340,Tetanus,2,Percent,2000,1.0946511534255134e-07,1.578334621984995e-07,6.762989813834928e-08
5,Prevalence,46,Croatia,3,Both,22,All ages,340,Tetanus,3,Rate,2000,0.01045872989137307,0.01511579083455328,0.00646232347723617
5,Prevalence,46,Croatia,3,Both,22,All ages,341,Measles,1,Number,2000,0.2502971021393805,0.4111044510704527,0.09713515530740963
5,Prevalence,46,Croatia,3,Both,22,All ages,341,Measles,2,Percent,2000,5.733436103607738e-08,9.443439902422972e-08,2.2319174758013727e-08
5,Prevalence,46,Croatia,3,Both,22,All ages,341,Measles,3,Rate,2000,0.00547820890849925,0.008997771236375457,0.002125980159519343
5,Prevalence,58,Estonia,3,Both,22,All ages,297,Tuberculosis,1,Number,2001,359204.1941309893,406706.1833299962,317412.688748186
5,Prevalence,58,Estonia,3,Both,22,All ages,297,Tuberculosis,2,Percent,2001,0.2703792616172164,0.30612563561737566,0.23835003101447352
5,Prevalence,58,Estonia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2001,25852.523936179932,29271.321190912604,22844.71970980744
5,Prevalence,58,Estonia,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2001,17260.513803607948,19395.322564256207,15415.240169182813
5,Prevalence,58,Estonia,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2001,0.012992486602838622,0.01462298678579128,0.011593721974483282
5,Prevalence,58,Estonia,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2001,1242.2679176619383,1395.9136586793713,1109.460501762498
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2000,2600094.8991752826,2885782.98835555,2303163.101692247
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2000,0.012326830808888616,0.013677154080525982,0.010909967684142425
5,Prevalence,56,Eastern Europe,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2000,1179.2938195001327,1308.8699353495795,1044.618029898808
5,Prevalence,58,Estonia,3,Both,22,All ages,338,Diphtheria,1,Number,2001,0.0032596671577209994,0.006279360889923382,0.0018506224553067072
5,Prevalence,58,Estonia,3,Both,22,All ages,338,Diphtheria,2,Percent,2001,2.4536661091224103e-09,4.739041981404969e-09,1.3973155538829853e-09
5,Prevalence,58,Estonia,3,Both,22,All ages,338,Diphtheria,3,Rate,2001,0.00023460367277401884,0.00045193605855130297,0.0001331923794442165
5,Prevalence,58,Estonia,3,Both,22,All ages,339,Whooping cough,1,Number,2001,170.1376478477061,218.27600143298977,129.97288465146949
5,Prevalence,58,Estonia,3,Both,22,All ages,339,Whooping cough,2,Percent,2001,0.00012806911302481905,0.00016505531336908388,9.772920443169503e-05
5,Prevalence,58,Estonia,3,Both,22,All ages,339,Whooping cough,3,Rate,2001,12.245089799325113,15.709687258501813,9.354364916688994
5,Prevalence,58,Estonia,3,Both,22,All ages,340,Tetanus,1,Number,2001,0.028570175628907627,0.06051999118316164,0.001600273755361137
5,Prevalence,58,Estonia,3,Both,22,All ages,340,Tetanus,2,Percent,2001,2.1504279169220882e-08,4.553078877365424e-08,1.2092742845147234e-09
5,Prevalence,58,Estonia,3,Both,22,All ages,340,Tetanus,3,Rate,2001,0.002056243110117621,0.00435572453285312,0.00011517436667186502
5,Prevalence,45,Bulgaria,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2000,287044.14147436764,295572.35301788023,275817.06295411754
5,Prevalence,45,Bulgaria,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2000,0.03748641697079374,0.03859750242056108,0.03596915425943022
5,Prevalence,45,Bulgaria,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2000,3613.1497909666728,3720.498108885621,3471.8296574142155
5,Prevalence,46,Croatia,3,Both,22,All ages,297,Tuberculosis,1,Number,2000,1007395.0436696603,1149113.8122368588,884042.4119822606
5,Prevalence,46,Croatia,3,Both,22,All ages,297,Tuberculosis,2,Percent,2000,0.23076581551691236,0.2634372785959215,0.20273363290369883
5,Prevalence,46,Croatia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,22048.679171427106,25150.45307863776,19348.881690669863
5,Prevalence,46,Croatia,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2000,60618.02839253277,66656.0422902195,55573.94496034221
5,Prevalence,46,Croatia,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2000,0.013886131554952823,0.015258826182185532,0.012739743763924625
5,Prevalence,46,Croatia,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2000,1326.7361879831603,1458.889142377056,1216.3372158925754
5,Prevalence,58,Estonia,3,Both,22,All ages,341,Measles,1,Number,2001,0.21142254000117686,0.3337840900639436,0.09063307870728343
5,Prevalence,58,Estonia,3,Both,22,All ages,341,Measles,2,Percent,2001,1.5915363920624586e-07,2.5149574346068863e-07,6.823346106150046e-08
5,Prevalence,58,Estonia,3,Both,22,All ages,341,Measles,3,Rate,2001,0.01521643222805799,0.02402299672132276,0.0065230135810588
5,Prevalence,46,Croatia,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2001,71019.51176716614,76814.0886256162,65646.00074824685
5,Prevalence,46,Croatia,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2001,0.016377353051940966,0.01770059352475274,0.01514887446436034
5,Prevalence,46,Croatia,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2001,1565.558985304943,1693.2950347518597,1447.1049400858728
5,Prevalence,47,Czechia,3,Both,22,All ages,297,Tuberculosis,1,Number,2001,2156120.2630589684,2474178.2520098733,1898827.197058372
5,Prevalence,47,Czechia,3,Both,22,All ages,297,Tuberculosis,2,Percent,2001,0.22037521798210188,0.2525084715460825,0.19418230076877557
5,Prevalence,47,Czechia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2001,21048.235458708536,24153.145493487453,18536.51794097122
5,Prevalence,47,Czechia,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2001,139528.6012215516,157241.08359204448,124441.4129082417
5,Prevalence,47,Czechia,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2001,0.014261380530673714,0.016088183085266838,0.012726931581714238
5,Prevalence,47,Czechia,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2001,1362.090465013706,1535.0012742481733,1214.8080070408425
5,Prevalence,58,Estonia,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2001,277.9618872967258,355.84070494043226,211.68272600395454
5,Prevalence,58,Estonia,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2001,0.00020923601771246524,0.00026848387201593176,0.00015928462781227516
5,Prevalence,58,Estonia,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2001,20.00537984270825,25.610448018836255,15.23515824789454
5,Prevalence,58,Estonia,3,Both,22,All ages,297,Tuberculosis,1,Number,2000,370487.5079641982,420081.95556042914,327099.92306948313
5,Prevalence,58,Estonia,3,Both,22,All ages,297,Tuberculosis,2,Percent,2000,0.2781336647637312,0.3147029790661922,0.24555173146685197
5,Prevalence,58,Estonia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,26581.80970353148,30140.121765384236,23468.828832720086
5,Prevalence,58,Estonia,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2000,17134.571078649602,19334.956570396425,15262.698736381273
5,Prevalence,58,Estonia,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2000,0.012863552489779672,0.014523638510227813,0.011466250037415894
5,Prevalence,58,Estonia,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2000,1229.3745348313116,1387.2482206066431,1095.0710743316693
